token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
by,0,259,0,3,262,#Div0,0.0,#Div0
population,0,17,0,1,18,#Div0,0.0,#Div0
balance,0,0,0,1,1,#Div0,0.0,#Div0
lose,0,3,0,8,11,#Div0,0.0,#Div0
incorrect,0,1,0,1,2,#Div0,0.0,#Div0
protect,0,1,0,3,4,#Div0,0.0,#Div0
reaching,0,0,0,5,5,#Div0,0.0,#Div0
suppoting,0,0,0,1,1,#Div0,0.0,#Div0
rare,0,0,0,1,1,#Div0,0.0,#Div0
obtain,0,4,0,5,9,#Div0,0.0,#Div0
angles,0,1,0,1,2,#Div0,0.0,#Div0
huge,0,11,0,1,12,#Div0,0.0,#Div0
picturelize,0,0,0,1,1,#Div0,0.0,#Div0
consume,0,1,0,2,3,#Div0,0.0,#Div0
gives,0,12,0,14,26,#Div0,0.0,#Div0
obstacles,0,0,0,1,1,#Div0,0.0,#Div0
disappear,0,3,0,1,4,#Div0,0.0,#Div0
refocus,0,0,0,1,1,#Div0,0.0,#Div0
view,0,7,0,6,13,#Div0,0.0,#Div0
dreaming,0,0,0,1,1,#Div0,0.0,#Div0
sons,0,0,0,1,1,#Div0,0.0,#Div0
forming,0,0,0,2,2,#Div0,0.0,#Div0
struck,0,0,0,1,1,#Div0,0.0,#Div0
conscience,0,0,0,2,2,#Div0,0.0,#Div0
short,0,13,0,1,14,#Div0,0.0,#Div0
leading,0,0,0,2,2,#Div0,0.0,#Div0
town,0,1,0,2,3,#Div0,0.0,#Div0
visibility,0,0,0,2,2,#Div0,0.0,#Div0
forbidden,0,0,0,1,1,#Div0,0.0,#Div0
warmth,0,0,0,1,1,#Div0,0.0,#Div0
gather,0,1,0,2,3,#Div0,0.0,#Div0
lower,0,4,0,1,5,#Div0,0.0,#Div0
position,0,6,0,3,9,#Div0,0.0,#Div0
move,0,13,1,1,15,0.0,0.0,#Div0
comforatable,0,0,0,1,1,#Div0,0.0,#Div0
sustaine,0,0,0,1,1,#Div0,0.0,#Div0
losing,0,0,0,4,4,#Div0,0.0,#Div0
sector,0,1,0,1,2,#Div0,0.0,#Div0
lead,0,4,0,14,18,#Div0,0.0,#Div0
focused,0,0,0,4,4,#Div0,0.0,#Div0
progres,0,0,0,1,1,#Div0,0.0,#Div0
passive,0,0,0,1,1,#Div0,0.0,#Div0
covers,0,0,0,1,1,#Div0,0.0,#Div0
grasping,0,0,0,1,1,#Div0,0.0,#Div0
led,0,28,0,1,29,#Div0,0.0,#Div0
grade,0,3,0,1,4,#Div0,0.0,#Div0
connecting,0,0,0,1,1,#Div0,0.0,#Div0
superficial,0,0,0,1,1,#Div0,0.0,#Div0
mislead,0,0,0,1,1,#Div0,0.0,#Div0
encourages,0,1,0,1,2,#Div0,0.0,#Div0
gifted,0,0,0,1,1,#Div0,0.0,#Div0
disaster,0,1,0,2,3,#Div0,0.0,#Div0
catastrophic,0,0,0,1,1,#Div0,0.0,#Div0
stricted,0,0,0,1,1,#Div0,0.0,#Div0
message,0,1,0,1,2,#Div0,0.0,#Div0
deely,0,0,0,1,1,#Div0,0.0,#Div0
nature,0,3,0,1,4,#Div0,0.0,#Div0
asset,0,0,0,1,1,#Div0,0.0,#Div0
into,0,11,0,11,22,#Div0,0.0,#Div0
interact,0,5,0,1,6,#Div0,0.0,#Div0
beyond,0,0,0,2,2,#Div0,0.0,#Div0
need,0,83,0,1,84,#Div0,0.0,#Div0
guide,0,123,0,2,125,#Div0,0.0,#Div0
fixing,0,0,0,1,1,#Div0,0.0,#Div0
directed,0,0,0,2,2,#Div0,0.0,#Div0
a,0,1358,0,6,1364,#Div0,0.0,#Div0
followed,0,2,0,1,3,#Div0,0.0,#Div0
start,0,22,0,3,25,#Div0,0.0,#Div0
tough,0,4,0,1,5,#Div0,0.0,#Div0
spikes,0,0,0,1,1,#Div0,0.0,#Div0
more,0,411,0,3,414,#Div0,0.0,#Div0
limit,0,2,0,4,6,#Div0,0.0,#Div0
tomorrow,0,0,0,2,2,#Div0,0.0,#Div0
stand,0,1,0,2,3,#Div0,0.0,#Div0
responds,0,0,0,1,1,#Div0,0.0,#Div0
enter,0,3,1,0,4,0.0,#Div0,#Div0
exotic,0,0,0,1,1,#Div0,0.0,#Div0
defend,0,0,0,1,1,#Div0,0.0,#Div0
dreams,0,1,0,1,2,#Div0,0.0,#Div0
miss,0,1,0,4,5,#Div0,0.0,#Div0
contribut,0,0,0,1,1,#Div0,0.0,#Div0
backgrounds,0,1,0,1,2,#Div0,0.0,#Div0
sorrounds,0,0,0,1,1,#Div0,0.0,#Div0
going,0,55,0,3,58,#Div0,0.0,#Div0
rich,0,5,0,3,8,#Div0,0.0,#Div0
saved,0,2,0,1,3,#Div0,0.0,#Div0
forward,0,0,0,2,2,#Div0,0.0,#Div0
fight,0,0,0,4,4,#Div0,0.0,#Div0
stage,0,3,0,9,12,#Div0,0.0,#Div0
at,0,130,0,1,131,#Div0,0.0,#Div0
brith,0,0,0,1,1,#Div0,0.0,#Div0
challange,0,0,0,1,1,#Div0,0.0,#Div0
elements,0,1,0,2,3,#Div0,0.0,#Div0
handling,0,0,0,2,2,#Div0,0.0,#Div0
preserving,0,0,0,1,1,#Div0,0.0,#Div0
overpushed,0,0,0,1,1,#Div0,0.0,#Div0
stability,0,0,0,2,2,#Div0,0.0,#Div0
various,0,6,5,0,11,0.0,#Div0,#Div0
following,0,9,0,1,10,#Div0,0.0,#Div0
very,0,128,0,1,129,#Div0,0.0,#Div0
relied,0,0,0,1,1,#Div0,0.0,#Div0
shattered,0,0,0,1,1,#Div0,0.0,#Div0
extend,0,0,0,1,1,#Div0,0.0,#Div0
dagerousness,0,0,0,1,1,#Div0,0.0,#Div0
steps,0,0,0,2,2,#Div0,0.0,#Div0
remote,0,1,0,1,2,#Div0,0.0,#Div0
craizy,0,0,0,1,1,#Div0,0.0,#Div0
spare,0,1,0,2,3,#Div0,0.0,#Div0
paving,0,0,0,1,1,#Div0,0.0,#Div0
vision,0,1,0,3,4,#Div0,0.0,#Div0
ladder,0,0,0,3,3,#Div0,0.0,#Div0
feed,0,1,0,1,2,#Div0,0.0,#Div0
judging,0,0,0,1,1,#Div0,0.0,#Div0
background,0,7,0,3,10,#Div0,0.0,#Div0
dangerous,0,3,0,4,7,#Div0,0.0,#Div0
positoin,0,0,0,1,1,#Div0,0.0,#Div0
middle,0,1,0,2,3,#Div0,0.0,#Div0
margin,0,0,0,1,1,#Div0,0.0,#Div0
follow,0,0,0,12,12,#Div0,0.0,#Div0
activate,0,0,0,1,1,#Div0,0.0,#Div0
life,0,243,0,1,244,#Div0,0.0,#Div0
goal,0,15,0,3,18,#Div0,0.0,#Div0
reach,0,1,0,15,16,#Div0,0.0,#Div0
embed,0,0,0,1,1,#Div0,0.0,#Div0
protected,0,0,0,2,2,#Div0,0.0,#Div0
conciliating,0,0,0,1,1,#Div0,0.0,#Div0
devoting,0,0,0,1,1,#Div0,0.0,#Div0
aproach,0,0,0,1,1,#Div0,0.0,#Div0
animals,0,3,0,1,4,#Div0,0.0,#Div0
intensity,0,0,0,1,1,#Div0,0.0,#Div0
habbits,0,0,0,1,1,#Div0,0.0,#Div0
bond,0,0,0,1,1,#Div0,0.0,#Div0
secure,0,0,0,1,1,#Div0,0.0,#Div0
task,0,1,0,1,2,#Div0,0.0,#Div0
side,0,5,0,2,7,#Div0,0.0,#Div0
focus,0,0,0,12,12,#Div0,0.0,#Div0
deal,0,2,0,1,3,#Div0,0.0,#Div0
forced,0,0,0,4,4,#Div0,0.0,#Div0
ruin,0,0,0,1,1,#Div0,0.0,#Div0
have,0,501,0,72,573,#Div0,0.0,#Div0
refines,0,0,0,1,1,#Div0,0.0,#Div0
challenging,0,8,0,1,9,#Div0,0.0,#Div0
second,0,13,0,1,14,#Div0,0.0,#Div0
pay,0,8,0,5,13,#Div0,0.0,#Div0
selling,0,3,0,1,4,#Div0,0.0,#Div0
powerful,0,0,0,1,1,#Div0,0.0,#Div0
running,0,2,0,2,4,#Div0,0.0,#Div0
shier,0,0,0,1,1,#Div0,0.0,#Div0
moving,0,4,0,2,6,#Div0,0.0,#Div0
invest,0,2,0,1,3,#Div0,0.0,#Div0
knowled,0,0,0,1,1,#Div0,0.0,#Div0
spenting,0,0,0,1,1,#Div0,0.0,#Div0
connected,0,2,0,2,4,#Div0,0.0,#Div0
tasteless,0,0,0,1,1,#Div0,0.0,#Div0
point,0,26,0,4,30,#Div0,0.0,#Div0
autum,0,0,0,1,1,#Div0,0.0,#Div0
worth,0,1,0,1,2,#Div0,0.0,#Div0
tools,0,0,0,5,5,#Div0,0.0,#Div0
beginning,0,2,0,1,3,#Div0,0.0,#Div0
strict,0,0,0,1,1,#Div0,0.0,#Div0
solid,0,0,0,1,1,#Div0,0.0,#Div0
builds,0,0,0,2,2,#Div0,0.0,#Div0
flexible,0,0,0,3,3,#Div0,0.0,#Div0
challanges,0,0,0,1,1,#Div0,0.0,#Div0
given,0,7,0,2,9,#Div0,0.0,#Div0
correction,0,0,0,1,1,#Div0,0.0,#Div0
comfetable,0,1,0,1,2,#Div0,0.0,#Div0
strongly,0,2,0,13,15,#Div0,0.0,#Div0
increases,0,1,0,1,2,#Div0,0.0,#Div0
price,0,13,0,1,14,#Div0,0.0,#Div0
entering,0,0,0,2,2,#Div0,0.0,#Div0
legacy,0,0,0,1,1,#Div0,0.0,#Div0
perception,0,0,0,1,1,#Div0,0.0,#Div0
messages,0,0,0,1,1,#Div0,0.0,#Div0
late,0,5,0,2,7,#Div0,0.0,#Div0
messege,0,0,0,1,1,#Div0,0.0,#Div0
disabled,0,0,1,0,1,0.0,#Div0,#Div0
experiments,0,0,0,1,1,#Div0,0.0,#Div0
evolution,0,0,0,1,1,#Div0,0.0,#Div0
direvered,0,0,0,1,1,#Div0,0.0,#Div0
eliminates,0,0,0,1,1,#Div0,0.0,#Div0
receive,0,3,0,1,4,#Div0,0.0,#Div0
share,0,6,0,2,8,#Div0,0.0,#Div0
crash,0,0,0,1,1,#Div0,0.0,#Div0
proportion,0,0,0,1,1,#Div0,0.0,#Div0
structure,0,1,0,2,3,#Div0,0.0,#Div0
example,0,137,0,1,138,#Div0,0.0,#Div0
talking,0,8,0,2,10,#Div0,0.0,#Div0
relax,0,1,0,1,2,#Div0,0.0,#Div0
space,0,4,0,5,9,#Div0,0.0,#Div0
cheap,0,7,0,1,8,#Div0,0.0,#Div0
written,0,5,0,1,6,#Div0,0.0,#Div0
aspects,0,12,0,2,14,#Div0,0.0,#Div0
waste,0,0,0,6,6,#Div0,0.0,#Div0
reduces,0,0,0,1,1,#Div0,0.0,#Div0
gap,0,0,0,3,3,#Div0,0.0,#Div0
advancement,0,0,0,4,4,#Div0,0.0,#Div0
moved,0,4,0,2,6,#Div0,0.0,#Div0
held,0,0,0,1,1,#Div0,0.0,#Div0
strengthen,0,0,0,1,1,#Div0,0.0,#Div0
requires,0,10,0,3,13,#Div0,0.0,#Div0
straight,0,0,0,1,1,#Div0,0.0,#Div0
develope,0,4,0,1,5,#Div0,0.0,#Div0
competing,0,0,0,2,2,#Div0,0.0,#Div0
besic,0,0,0,1,1,#Div0,0.0,#Div0
early,0,6,0,1,7,#Div0,0.0,#Div0
filling,0,0,0,1,1,#Div0,0.0,#Div0
under,0,2,0,1,3,#Div0,0.0,#Div0
kept,0,1,0,1,2,#Div0,0.0,#Div0
narrow,0,0,0,3,3,#Div0,0.0,#Div0
reduce,0,0,0,1,1,#Div0,0.0,#Div0
Greenhouse,0,0,0,1,1,#Div0,0.0,#Div0
gaining,0,1,0,1,2,#Div0,0.0,#Div0
later,0,6,0,1,7,#Div0,0.0,#Div0
make,0,155,0,3,158,#Div0,0.0,#Div0
optimize,0,0,0,1,1,#Div0,0.0,#Div0
areas,0,6,0,1,7,#Div0,0.0,#Div0
grows,0,0,0,1,1,#Div0,0.0,#Div0
original,0,2,0,1,3,#Div0,0.0,#Div0
complement,0,0,0,1,1,#Div0,0.0,#Div0
stores,0,2,0,1,3,#Div0,0.0,#Div0
confines,0,0,0,1,1,#Div0,0.0,#Div0
widening,0,0,0,1,1,#Div0,0.0,#Div0
energy,0,23,0,1,24,#Div0,0.0,#Div0
underlining,0,0,0,1,1,#Div0,0.0,#Div0
diffused,0,0,0,1,1,#Div0,0.0,#Div0
teach,0,11,0,2,13,#Div0,0.0,#Div0
challenge,0,2,0,1,3,#Div0,0.0,#Div0
works,0,16,0,1,17,#Div0,0.0,#Div0
sit,0,0,0,1,1,#Div0,0.0,#Div0
fill,1,0,0,1,2,1.0,0.5,0.6666666666666666
concentration,0,0,0,1,1,#Div0,0.0,#Div0
developing,0,8,0,1,9,#Div0,0.0,#Div0
illustrated,0,1,0,1,2,#Div0,0.0,#Div0
tase,0,0,0,1,1,#Div0,0.0,#Div0
carrier,0,0,0,1,1,#Div0,0.0,#Div0
dedicate,0,1,0,7,8,#Div0,0.0,#Div0
destroying,0,1,0,1,2,#Div0,0.0,#Div0
priceless,0,0,0,1,1,#Div0,0.0,#Div0
go,0,65,6,10,81,0.0,0.0,#Div0
gain,0,4,0,3,7,#Div0,0.0,#Div0
Strongly,0,0,0,1,1,#Div0,0.0,#Div0
based,0,5,0,10,15,#Div0,0.0,#Div0
wastful,0,0,0,1,1,#Div0,0.0,#Div0
supports,0,2,0,2,4,#Div0,0.0,#Div0
devastating,0,0,0,1,1,#Div0,0.0,#Div0
discoverd,0,0,0,1,1,#Div0,0.0,#Div0
defended,0,0,0,1,1,#Div0,0.0,#Div0
most,0,95,0,1,96,#Div0,0.0,#Div0
evolved,0,0,0,1,1,#Div0,0.0,#Div0
village,0,0,0,1,1,#Div0,0.0,#Div0
max,0,0,0,1,1,#Div0,0.0,#Div0
concentrated,0,0,0,1,1,#Div0,0.0,#Div0
pick,0,0,0,2,2,#Div0,0.0,#Div0
overwhelm,0,0,0,1,1,#Div0,0.0,#Div0
impact,0,0,0,1,1,#Div0,0.0,#Div0
level,0,5,0,7,12,#Div0,0.0,#Div0
false,0,6,0,1,7,#Div0,0.0,#Div0
closed,0,0,0,1,1,#Div0,0.0,#Div0
allocating,0,0,0,1,1,#Div0,0.0,#Div0
bonds,0,0,0,1,1,#Div0,0.0,#Div0
available,0,12,0,4,16,#Div0,0.0,#Div0
rapidly,0,3,0,1,4,#Div0,0.0,#Div0
develop,0,7,0,5,12,#Div0,0.0,#Div0
speak,0,11,1,0,12,0.0,#Div0,#Div0
step,0,1,0,3,4,#Div0,0.0,#Div0
bravery,0,0,0,1,1,#Div0,0.0,#Div0
meaninngless,0,0,0,1,1,#Div0,0.0,#Div0
went,0,14,0,1,15,#Div0,0.0,#Div0
serious,0,4,0,1,5,#Div0,0.0,#Div0
our,0,107,0,1,108,#Div0,0.0,#Div0
entered,0,1,0,1,2,#Div0,0.0,#Div0
spring,0,0,0,1,1,#Div0,0.0,#Div0
grow,0,5,0,10,15,#Div0,0.0,#Div0
edge,0,0,0,1,1,#Div0,0.0,#Div0
touched,0,0,0,2,2,#Div0,0.0,#Div0
studied,0,17,1,0,18,0.0,#Div0,#Div0
risk,0,19,0,1,20,#Div0,0.0,#Div0
harm,0,1,0,1,2,#Div0,0.0,#Div0
feel,0,41,0,3,44,#Div0,0.0,#Div0
taught,0,7,0,1,8,#Div0,0.0,#Div0
enlarge,0,0,0,2,2,#Div0,0.0,#Div0
circle,0,0,0,1,1,#Div0,0.0,#Div0
killers,0,0,0,1,1,#Div0,0.0,#Div0
keeping,0,2,0,1,3,#Div0,0.0,#Div0
appeal,0,0,0,1,1,#Div0,0.0,#Div0
common,0,8,0,1,9,#Div0,0.0,#Div0
unreal,0,0,0,1,1,#Div0,0.0,#Div0
broke,0,1,0,1,2,#Div0,0.0,#Div0
focuses,0,0,0,3,3,#Div0,0.0,#Div0
put,0,2,0,7,9,#Div0,0.0,#Div0
symbol,0,0,0,2,2,#Div0,0.0,#Div0
approaching,0,0,0,1,1,#Div0,0.0,#Div0
opened,0,0,0,1,1,#Div0,0.0,#Div0
lies,0,1,0,1,2,#Div0,0.0,#Div0
load,0,0,0,2,2,#Div0,0.0,#Div0
nightmare,0,0,0,1,1,#Div0,0.0,#Div0
intoduced,0,0,0,1,1,#Div0,0.0,#Div0
dispose,0,0,0,1,1,#Div0,0.0,#Div0
obliges,0,0,0,1,1,#Div0,0.0,#Div0
leads,0,1,0,10,11,#Div0,0.0,#Div0
fundamental,0,1,0,1,2,#Div0,0.0,#Div0
sends,0,0,0,1,1,#Div0,0.0,#Div0
survive,0,2,0,2,4,#Div0,0.0,#Div0
connect,0,0,0,3,3,#Div0,0.0,#Div0
fruitfull,0,0,0,1,1,#Div0,0.0,#Div0
fake,0,0,0,1,1,#Div0,0.0,#Div0
spend,0,13,0,37,50,#Div0,0.0,#Div0
and,0,1557,0,1,1558,#Div0,0.0,#Div0
keys,0,0,0,1,1,#Div0,0.0,#Div0
loose,0,1,0,2,3,#Div0,0.0,#Div0
accquire,0,0,0,1,1,#Div0,0.0,#Div0
actor,0,0,0,1,1,#Div0,0.0,#Div0
reject,0,0,0,1,1,#Div0,0.0,#Div0
sacrificing,0,0,0,1,1,#Div0,0.0,#Div0
sacrifice,0,0,0,1,1,#Div0,0.0,#Div0
drive,0,5,0,1,6,#Div0,0.0,#Div0
earned,0,0,0,2,2,#Div0,0.0,#Div0
underlined,0,0,0,1,1,#Div0,0.0,#Div0
arm,0,0,0,1,1,#Div0,0.0,#Div0
reachable,0,0,0,1,1,#Div0,0.0,#Div0
throw,0,0,0,1,1,#Div0,0.0,#Div0
green-house,0,0,0,1,1,#Div0,0.0,#Div0
fully,0,2,0,6,8,#Div0,0.0,#Div0
long,0,26,0,1,27,#Div0,0.0,#Div0
study,0,48,5,0,53,0.0,#Div0,#Div0
give,0,28,0,35,63,#Div0,0.0,#Div0
enemys,0,0,0,1,1,#Div0,0.0,#Div0
flying,0,0,0,1,1,#Div0,0.0,#Div0
Reaching,0,0,0,1,1,#Div0,0.0,#Div0
addicted,0,0,0,1,1,#Div0,0.0,#Div0
direction,0,1,0,2,3,#Div0,0.0,#Div0
to,0,2038,0,3,2041,#Div0,0.0,#Div0
rigid,0,0,0,1,1,#Div0,0.0,#Div0
wrning,0,0,0,1,1,#Div0,0.0,#Div0
chalinging,0,0,0,1,1,#Div0,0.0,#Div0
shallow,0,0,0,1,1,#Div0,0.0,#Div0
complexities,0,0,0,1,1,#Div0,0.0,#Div0
in,0,1100,0,18,1118,#Div0,0.0,#Div0
bring,0,4,0,4,8,#Div0,0.0,#Div0
sharp,0,0,0,1,1,#Div0,0.0,#Div0
connector,0,0,0,1,1,#Div0,0.0,#Div0
stupid,0,0,0,1,1,#Div0,0.0,#Div0
trials,0,0,0,1,1,#Div0,0.0,#Div0
tolerance,0,0,0,1,1,#Div0,0.0,#Div0
somewhere,0,5,0,1,6,#Div0,0.0,#Div0
system,0,8,0,2,10,#Div0,0.0,#Div0
year,0,19,0,1,20,#Div0,0.0,#Div0
exploring,0,0,0,2,2,#Div0,0.0,#Div0
steady,0,0,0,4,4,#Div0,0.0,#Div0
surface,0,1,0,1,2,#Div0,0.0,#Div0
sight,0,2,0,1,3,#Div0,0.0,#Div0
cutting-edge,0,0,0,1,1,#Div0,0.0,#Div0
attached,0,0,0,1,1,#Div0,0.0,#Div0
shows,0,11,0,2,13,#Div0,0.0,#Div0
avalible,0,0,0,1,1,#Div0,0.0,#Div0
depicted,0,0,0,1,1,#Div0,0.0,#Div0
vibrant,0,0,0,1,1,#Div0,0.0,#Div0
activeusefull,0,0,0,1,1,#Div0,0.0,#Div0
calculate,0,1,0,1,2,#Div0,0.0,#Div0
reap,0,0,0,1,1,#Div0,0.0,#Div0
time-consuming,0,0,0,1,1,#Div0,0.0,#Div0
scheme,0,0,0,1,1,#Div0,0.0,#Div0
filled,0,0,0,1,1,#Div0,0.0,#Div0
adjust,0,1,0,1,2,#Div0,0.0,#Div0
points,0,3,0,1,4,#Div0,0.0,#Div0
bound,0,0,0,2,2,#Div0,0.0,#Div0
other,0,177,0,1,178,#Div0,0.0,#Div0
proportioned,0,0,0,1,1,#Div0,0.0,#Div0
deep,0,0,0,6,6,#Div0,0.0,#Div0
eyes,0,0,0,1,1,#Div0,0.0,#Div0
multiply,0,1,0,1,2,#Div0,0.0,#Div0
made,0,32,0,1,33,#Div0,0.0,#Div0
travel,0,71,13,0,84,0.0,#Div0,#Div0
win,0,0,0,1,1,#Div0,0.0,#Div0
private,0,9,0,1,10,#Div0,0.0,#Div0
era,0,0,0,5,5,#Div0,0.0,#Div0
Taking,0,1,0,1,2,#Div0,0.0,#Div0
platform,0,0,0,1,1,#Div0,0.0,#Div0
undermine,0,1,0,1,2,#Div0,0.0,#Div0
supporting,0,0,0,1,1,#Div0,0.0,#Div0
fixed,0,0,0,1,1,#Div0,0.0,#Div0
climb,0,1,0,1,2,#Div0,0.0,#Div0
line,0,1,0,3,4,#Div0,0.0,#Div0
fitting,0,0,0,1,1,#Div0,0.0,#Div0
colder,0,0,0,1,1,#Div0,0.0,#Div0
case,0,27,0,1,28,#Div0,0.0,#Div0
isolated,0,0,0,1,1,#Div0,0.0,#Div0
pressures,0,0,0,2,2,#Div0,0.0,#Div0
supplyment,0,0,0,1,1,#Div0,0.0,#Div0
restrict,0,1,0,1,2,#Div0,0.0,#Div0
