have, 42, 250
spend, 23, 7
the, 20, 2383
in, 18, 1100
up, 17, 33
strong, 16, 1
give, 16, 9
gives, 14, 12
on, 13, 246
strongly, 13, 2
support, 13, 3
from, 12, 166
full, 12, 2
part, 12, 27
face, 12, 2
into, 11, 11
leads, 10, 1
based, 10, 5
follow, 9, 0
take, 9, 33
lead, 9, 3
out, 9, 46
stage, 9, 3
of, 9, 1325
reach, 9, 1
world, 8, 70
deeply, 8, 0
focus, 8, 0
broad, 8, 0
open, 8, 1
approach, 8, 1
growing, 7, 3
find, 7, 33
comfortable, 7, 3
get, 7, 43
reached, 7, 0
level, 7, 5
a, 6, 1358
way, 6, 104
broader, 6, 0
wide, 6, 1
supported, 6, 0
behind, 6, 1
taking, 6, 24
takes, 6, 5
image, 6, 2
view, 6, 7
fully, 6, 2
clear, 6, 2
far, 5, 7
dream, 5, 0
waste, 5, 0
go, 5, 41
grow, 5, 4
tools, 5, 0
space, 5, 4
away, 5, 7
deeper, 5, 0
basic, 5, 2
keep, 5, 13
spending, 5, 2
pay, 5, 5
limited, 5, 4
has, 5, 139
active, 5, 0
era, 5, 0
reaching, 5, 0
connection, 5, 0
having, 5, 45
put, 4, 1
wider, 4, 0
fight, 4, 0
focused, 4, 0
through, 4, 21
base, 4, 0
develop, 4, 7
losing, 4, 0
lose, 4, 2
path, 4, 1
build, 4, 2
point, 4, 24
big, 4, 19
ruining, 4, 0
run, 4, 0
close, 4, 3
over, 4, 20
giving, 4, 6
bring, 4, 3
growth, 4, 6
dangerous, 4, 3
less, 4, 42
miss, 4, 1
advancement, 4, 0
dynamic, 4, 0
obtain, 4, 3
forced, 4, 0
higher, 4, 7
dedicate, 4, 0
limit, 3, 1
too, 3, 47
cheating, 3, 1
position, 3, 6
limits, 3, 1
use, 3, 64
start, 3, 14
protect, 3, 1
back, 3, 7
to, 3, 2038
built, 3, 2
look, 3, 16
gap, 3, 0
touch, 3, 1
fields, 3, 8
more, 3, 411
goal, 3, 15
rich, 3, 5
line, 3, 1
going, 3, 55
core, 3, 1
faces, 3, 0
small, 3, 6
spent, 3, 1
new, 3, 202
gave, 3, 6
narrow, 3, 0
step, 3, 1
revolution, 3, 0
attract, 3, 0
established, 3, 3
connect, 3, 0
weak, 3, 0
deep, 3, 0
basis, 3, 1
around, 3, 32
key, 3, 1
taste, 3, 0
focuses, 3, 0
work, 3, 81
hand, 3, 33
by, 3, 259
discover, 3, 2
requires, 3, 10
vision, 3, 1
appriciate, 3, 0
ladder, 3, 0
background, 3, 7
free, 3, 7
discovery, 3, 1
time, 2, 289
shoulders, 2, 0
conscience, 2, 0
wasting, 2, 0
wasted, 2, 0
flexibility, 2, 0
inside, 2, 2
system, 2, 8
access, 2, 1
moved, 2, 4
vast, 2, 1
middle, 2, 1
stages, 2, 0
exploring, 2, 0
fast, 2, 7
elements, 2, 1
fit, 2, 0
offer, 2, 1
forming, 2, 0
natural, 2, 3
power, 2, 0
wast, 2, 0
phase, 2, 0
grown, 2, 1
directed, 2, 0
builds, 2, 0
supports, 2, 2
stongly, 2, 0
spread, 2, 1
late, 2, 5
forward, 2, 0
direction, 2, 1
pursue, 2, 0
high, 2, 19
comes, 2, 10
flexiblly, 2, 0
brought, 2, 0
survive, 2, 2
age, 2, 21
aspect, 2, 8
safe, 2, 2
leaving, 2, 2
become, 2, 26
handling, 2, 0
talking, 2, 8
beyond, 2, 0
appealing, 2, 0
handy, 2, 0
reveals, 2, 0
used, 2, 37
chain, 2, 0
ways, 2, 24
aspects, 2, 12
gather, 2, 0
version, 2, 0
outside, 2, 3
whole, 2, 6
gain, 2, 4
advantage, 2, 3
intencity, 2, 0
loss, 2, 1
visibility, 2, 0
lost, 2, 10
sides, 2, 0
perspectives, 2, 0
cover, 2, 1
competing, 2, 0
complete, 2, 3
junk, 2, 0
create, 2, 6
rely, 2, 0
stability, 2, 0
steps, 2, 0
engine, 2, 0
lack, 2, 5
stronger, 2, 1
share, 2, 6
turn, 2, 2
sources, 2, 3
sound, 2, 3
moving, 2, 4
town, 2, 1
born, 2, 3
grew, 2, 1
tomorrow, 2, 0
structure, 2, 1
earned, 2, 0
down, 2, 4
light, 2, 3
deriving, 2, 0
visualize, 2, 0
stick, 2, 0
array, 2, 0
add, 2, 1
leading, 2, 0
busy, 2, 11
with, 2, 428
bound, 2, 0
had, 2, 63
steady, 2, 0
pressures, 2, 0
load, 2, 0
connected, 2, 2
little, 2, 14
symbol, 2, 0
increase, 2, 22
value, 2, 2
consume, 2, 0
attachment, 2, 0
sign, 2, 1
expanded, 2, 0
journey, 2, 6
semester, 2, 0
between, 2, 17
fits, 2, 0
facing, 2, 0
meet, 2, 9
horizental, 2, 0
disaster, 2, 1
misleading, 2, 0
given, 2, 7
grant, 2, 0
last, 2, 3
touched, 2, 0
restrictions, 2, 0
spends, 2, 1
rewarding, 2, 2
putting, 2, 0
playing, 2, 5
side, 2, 5
guide, 2, 122
shows, 2, 11
after, 2, 49
valuable, 2, 2
wheel, 2, 0
running, 2, 2
entering, 2, 0
obstacle, 2, 0
eaten, 1, 0
is, 1, 1023
money, 1, 60
shrugged, 1, 0
scratch, 1, 0
boosted, 1, 0
reap, 1, 0
smooth, 1, 0
increasing, 1, 17
went, 1, 14
crowd, 1, 0
dreaming, 1, 0
reachable, 1, 0
spreading, 1, 0
attractions, 1, 0
rough, 1, 0
end, 1, 8
respect, 1, 5
blend, 1, 0
lens, 1, 0
exotic, 1, 0
animals, 1, 3
zoo, 1, 0
divided, 1, 0
division, 1, 3
found, 1, 19
private, 1, 8
expands, 1, 0
gets, 1, 5
accquire, 1, 0
unlimited, 1, 0
persuing, 1, 0
color, 1, 4
short, 1, 10
beginning, 1, 2
flexible, 1, 0
advance, 1, 2
concentration, 1, 0
Broad, 1, 0
pick, 1, 0
very, 1, 128
healthier, 1, 0
brith, 1, 0
pushed, 1, 0
atmosphere, 1, 2
flying, 1, 0
underlining, 1, 0
trap, 1, 0
moves, 1, 1
rising, 1, 0
spirit, 1, 0
cheat, 1, 0
developing, 1, 7
confident, 1, 3
keys, 1, 0
against, 1, 6
correction, 1, 0
pursued, 1, 0
our, 1, 107
eyes, 1, 0
grows, 1, 0
rush, 1, 0
raised, 1, 1
Strongly, 1, 0
it, 1, 565
promenet, 1, 0
discard, 1, 0
Spikes, 1, 0
platform, 1, 0
sharp, 1, 0
spikes, 1, 0
early, 1, 6
or, 1, 392
later, 1, 6
trials, 1, 0
theory, 1, 8
challange, 1, 0
challanges, 1, 0
challenging, 1, 8
spot, 1, 0
nature, 1, 3
secured, 1, 0
damage, 1, 0
huge, 1, 9
pace, 1, 0
fulfill, 1, 0
asset, 1, 0
thirst, 1, 0
hunger, 1, 0
seek, 1, 0
stores, 1, 2
virtue, 1, 0
exposed, 1, 0
filled, 1, 0
obliges, 1, 0
invest, 1, 2
serve, 1, 0
defence, 1, 0
legacy, 1, 0
struggling, 1, 0
connector, 1, 0
basesd, 1, 0
suppoting, 1, 0
adjust, 1, 1
devastating, 1, 0
willing, 1, 9
ruin, 1, 0
collage, 1, 0
evolution, 1, 0
valiable, 1, 0
came, 1, 7
grasping, 1, 0
fixed, 1, 0
obtained, 1, 0
entered, 1, 1
surface, 1, 1
solid, 1, 0
eliminates, 1, 0
episodes, 1, 0
selling, 1, 3
accessble, 1, 0
original, 1, 1
drive, 1, 5
voices, 1, 0
